"","word","spaced_word"
"28669","하나님이","하나님이"
"28670","나도화요일","나도 화요일"
"28671","있는중다","있는 중다"
"28672","감사합니","감사합니"
"28673","사람인데진짜","사람인데 진짜"
"28674","감사합니","감사합니"
"28675","대학와서","대학 와서"
"28676","공부하기","공부하기"
"28677","당연한거","당연한 거"
"28678","교육과정","교육과정"
"28679","넣어야한다구","넣어야 한다구"
"28680","생각핮니","생각핮니"
"28681","ef들으면서","ef들으면서"
"28682","초등학생때","초등학생 때"
"28683","내뱉다보니","내뱉다 보니"
"28684","감사합니","감사합니"
"28685","댓글입니","댓글입니"
"28686","오해할까봐","오해할까봐"
"28687","남자친구분","남자친구 분"
"28688","아우마음","아우마음"
"28689","필요할거","필요할 거"
"28690","해결하기","해결하기"
"28691","불안하겠냐구","불안하겠냐구"
"28692","남자친구분","남자친구 분"
"28693","말해드리구","말해 드리구"
"28694","댓글처럼","댓글처럼"
"28695","남자친구분","남자친구 분"
"28696","감사하겠습니","감사하겠습니"
"28697","상담센터","상담센터"
"28698","글쓰니가","글쓰니가"
"28699","막상쉬자니","막상 쉬자니"
"28700","집중해서","집중해서"
"28701","수어주는거도","수어주는 거도"
"28702","우리아빠","우리 아빠"
"28703","안그랬는데","안 그랬는데"
"28704","3년새에","3년 새에"
"28705","시기가오고있는거","시기가 오고 있는 거"
"28706","갱년기이실거야","갱년기 이실거야"
"28707","하나하나","하나하나"
"28708","위로가됩니다","위로가 됩니다"
"28709","쪽팔리고","쪽팔리고"
"28710","보는거죠","보는 거죠"
"28711","살아봐요우","살아봐요우"
"28712","안그래야지","안 그래야지"
"28713","하나님께","하나님께"
"28714","변화시켜달라고","변화시켜 달라고"
"28715","큰도움이","큰 도움이"
"28716","적어봅니","적어봅니"
"28717","잘못한거야","잘못한 거야"
"28718","노력해서","노력해서"
"28719","노력해서","노력해서"
"28720","온거잖아","온 거잖아"
"28721","노력하자","노력하자"
"28722","심리상담","심리상담"
"28723","화냄받을만한","화냄받을 만한"
"28724","심리상담","심리상담"
"28725","나가뒤져라","나가 뒤져라"
"28726","죽여버리겠다하는","죽여버리겠다 하는"
"28727","우리부모님","우리 부모님"
"28728","tmi뿌려서","tmi 뿌려서"
"28729","쓰니잘못","쓰니 잘못"
"28730","쓰니삶은","쓰니 삶은"
"28731","쓰니삶이지","쓰니 삶이지"
"28732","다른거야","다른 거야"
"28733","사신거야","사신거야"
"28734","안되냐며","안되냐며"
"28735","화내는거","화내는 거"
"28736","분노해도","분노해도"
"28737","안느껴도","안 느껴도"
"28738","연결고리","연결고리"
"28739","쓰니한테","쓰니 한테"
"28740","사셨다해도","사셨다 해도"
"28741","쓰니한테","쓰니 한테"
"28742","답답하니가","답답하니가"
"28743","쓰니한테","쓰니 한테"
"28744","httpsyoutube2hf8e8swk0","httpsyoutu be2hf8e8swk0"
"28745","독립해서","독립해서"
"28746","얻게됬으면","얻게 됬으면"
"28747","초딩때부터","초딩 때부터"
"28748","샤월이었고","샤월이었고"
"28749","팬이아니고","팬이 아니고"
"28750","빠순이라고","빠순이라고"
"28751","최애멤버였는데","최 애멤버였는데"
"28752","그정도로","그 정도로"
"28753","몰랐다너무","몰랐다 너무"
"28754","팬덤이라서","팬덤이라서"
"28755","댓쓴이는","댓쓴이는"
"28756","토닥토닥","토닥토닥"
"28757","나인가봐요","나인가 봐요"
"28758","감사합니","감사합니"
"28759","안다는게","안다는 게"
"28760","있다는게","있다는 게"
"28761","있을거예요","있을 거예요"
"28762","주무시길","주무시길"
"28763","바라요오늘","바라요 오늘"
"28764","자려구요","자려구요"
"28765","아래로웃길바","아래로 웃길 바"
"28766","알게모르게","알게 모르게"
"28767","스트레스","스트레스"
"28768","쓰니님께","쓰니님께"
"28769","행복하길","행복하길"
"28770","바랄거예요","바랄 거예요"
"28771","하려구요산책","하려 구요산책"
"28772","조심할거","조심할 거"
"28773","채워볼게","채워볼 게"
"28774","어느쪽인지","어느 쪽인지"
"28775","대학와서","대학 와서"
"28776","2전공으로","2 전공으로"
"28777","프로그래밍","프로그래밍"
"28778","생명정보학","생명정보학"
"28779","감사합니","감사합니"
"28780","전자하라님","전자하라님"
"28781","부럽습니","부럽습니"
"28782","2학기때","2학기 때"
"28783","풀릴꺼에요","풀릴꺼에요"
"28784","화이팅입니","화이팅입니"
"28785","2학기때","2학기 때"
"28786","프로그래밍2개","프로그래밍 2개"
"28787","공학설계입문","공학설계 입문"
"28788","프로그래밍","프로그래밍"
"28789","듣긴해요","듣긴 해요"
"28790","중요해서","중요해서"
"28791","이번학교","이번 학교"
"28792","언어2개","언어 2개"
"28793","다음학기","다음 학기"
"28794","선수과목","선수 과목"
"28795","커리큘럼상","커리큘럼 상"
"28796","3학기때","3학기 때"
"28797","감사합니","감사합니"
"28798","분자생물학","분자생물학"
"28799","강추합니다","강추합니다"
"28800","신비로운","신비로운"
"28801","재밌다보니","재밌다 보니"
"28802","순수생명","순수 생명"
"28803","감사합니","감사합니"
"28804","들어오자마","들어오자마"
"28805","역지사지","역지사지"
"28806","말하신걸","말하신 걸"
"28807","잘못했다하기는","잘못했다 하기는"
"28808","아쉽긴하지","아쉽긴 하지"
"28809","잘못된거야","잘못된 거야"
"28810","바로바로","바로바로"
"28811","딸입장에서","딸 입장에서"
"28812","말안해줘서","말 안 해줘서"
"28813","미안하긴","미안하긴"
"28814","입장차인거같아","입장차인 거 같아"
"28815","상황만보","상황만 보"
"28816","쌓이다보면","쌓이다 보면"
"28817","아무튼간에","아무튼 간에"
"28818","가리자기","가리자기"
"28819","해결방안","해결방안"
"28820","언제언제","언제 언제"
"28821","안도와드리는","안도와 드리는"
"28822","도와드리는거에","도와 드리는 거에"
"28823","왈가왈부하기","왈가왈부하기"
"28824","공간이니깐","공간이니깐"
"28825","분리되어있긴","분리되어 있긴"
"28826","마찬가지","마찬가지"
"28827","생각합니","생각합니"
"28828","하거든요저도","하거든 요저도"
"28829","비슷하실거에요","비슷하실거에요"
"28830","감사합니당","감사합니당"
"28831","식이섬유","식이섬유"
"28832","안되는거","안 되는 거"
"28833","불편하겠","불편하겠"
"28834","향때문에","향 때문에"
"28835","안받으면","안 받으면"
"28836","산성과다","산성과다"
"28837","식도염같이","식도염 같이"
"28838","생과일은","생과일은"
"28839","안받을지","안 받을지"
"28840","과일알러지일수도","과일 알러지일 수도"
"28841","식이섬유","식이섬유"
"28842","소화불량","소화불량"
"28843","식이섬유","식이섬유"
"28844","당덩어리인데","당 덩어리인데"
"28845","힘들걸수도있지않을","힘들걸 수도 있지 않을"
"28846","인간관계","인간관계"
"28847","시험기간","시험기간"
"28848","위독하시","위독하시"
"28849","수업도중","수업 도중"
"28850","왜그러냐구","왜 그러냐구"
"28851","인간관계","인간관계"
"28852","5전공이었거든","5 전공이었거든"
"28853","전공시험","전공시험"
"28854","쉬려니까","쉬려니까"
"28855","월요일날","월요일 날"
"28856","팀플이더라","팀플이더라"
"28857","손주하면서","손주하면서"
"28858","아이스크림","아이스크림"
"28859","할아버지","할아버지"
"28860","할아버지","할아버지"
"28861","할아버지","할아버지"
"28862","망치는건","망치는 건"
"28863","않을거야","않을 거야"
"28864","않을거야","않을 거야"
"28865","할아버지","할아버지"
"28866","할아버지","할아버지"
"28867","뭔지알아","뭔지 알아"
"28868","하나님이","하나님이"
"28869","이해하기","이해하기"
"28870","쓰니같은","쓰니 같은"
"28871","느껴지는데내가","느껴지는데 내가"
"28872","왜이렇게","왜 이렇게"
"28873","하나님을","하나님을"
"28874","상황인데정말로","상황인데 정말로"
"28875","머리싸매고","머리 싸매고"
"28876","존재인거","존재인거"
"28877","만들어온거잖아","만들어온 거잖아"
"28878","잘해온거야","잘해온 거야"
"28879","그리스도인","그리스도인"
"28880","횡설수설한","횡설수설한"
"28881","힐링팔이","힐링팔이"
"28882","동반했을거야","동반했을 거야"
"28883","무식해서","무식해서"
"28884","될수있을거같","될 수 있을 거 같"
"28885","고민들이","고민들이"
"28886","바라겠습니","바라겠습니"
"28887","httpsmkinnavercommobileqnadetailnhnd1id7dirid70109docid15653512","httpsmkinnavercommobileq nadetailnhnd1id7dirid70109docid15653512"
"28888","친구들이","친구들이"
"28889","처음하는","처음 하는"
"28890","버벅이는","버벅이는"
"28891","잔다던가","잔다던가"
"28892","이겨내시길","이겨내시길"
"28893","바라요파이","바라요 파이"
"28894","당연한거에요","당연한 거에요"
"28895","안짜지면","안짜지면"
"28896","안됬잖아요","안 됬잖아요"
"28897","결정해도","결정해도"
"28898","울게되더라구요근데","울게 되더라구요 근데"
"28899","재밌어서","재밌어서"
"28900","계속하려구요","계속 하려 구요"
"28901","초등학교때","초등학교 때"
"28902","너무너무너무","너무 너 무너무"
"28903","이번학기","이번 학기"
"28904","대학시절","대학 시절"
"28905","성장하기위한","성장하기 위한"
"28906","자양분인걸","자양분인 걸"
"28907","한올한올","한올 한 올"
"28908","어떨까라는","어떨까라는"
"28909","풀다보면","풀다보면"
"28910","생각하기때문에","생각하기 때문에"
"28911","어떤식으로","어떤 식으로"
"28912","고민해달라고","고민해 달라고"
"28913","코딩천재","코딩 천재"
"28914","시작했을거에요","시작했을 거에요"
"28915","음성지원","음성지원"
"28916","어색한지","어색한지"
"28917","느껴진달","느껴진 달"
"28918","인간관계","인간관계"
"28919","문제인거","문제인거"
"28920","새섬새내기","새 섬 새내기"
"28921","느껴진거","느껴진 거"
"28922","아냐아냐","아냐아냐"
"28923","httpsyoutube7hp0lzvtlh","httpsyoutu be7hp 0lz vtlh"
"28924","따뜻합니","따뜻합니"
"28925","사랑합니","사랑합니"
"28926","눈물흘리며","눈물 흘리며"
"28927","하나님께서","하나님께서"
"28928","사랑합니","사랑합니"
"28929","이진아씨","이진아 씨"
"28930","찬양하는고","찬양하는 고"
"28931","하루하루","하루하루"
"28932","맞아요정말","맞아요 정말"
"28933","가득차시길","가득 차시길"
"28934","축복합니","축복합니"
"28935","예수님을","예수님을"
